text,labels
爸媽老愛碎碎念，我真的快受不了😤,家庭;抗焦慮;放鬆;勇氣
姐姐太優秀了，總被拿來比較壓力很大,自信;家庭;抗焦慮;療癒
升上主管後總覺得自己能力不足，好怕被看穿,事業;自信;抗焦慮;智慧
選擇困難症又發作，一件小事都能猶豫半天,決斷;智慧;自信;放鬆
每次發薪沒多久就月光，又開始擔心錢不夠,財富;抗焦慮;智慧;決斷
每天滑抖音一滑就兩小時，浪費好多時間又戒不掉,專注;決斷;放鬆;抗焦慮
作息顛倒，白天昏昏沉沉夜晚精神好,睡眠;健康;放鬆;療癒
工作壓力大胃潰瘍，醫生叫我要放輕鬆,健康;放鬆;療癒;抗焦慮
IG上一堆人生勝利組，看了只覺得自卑,自信;療癒;抗負能量;智慧
不知不覺快30歲了，人生清單還沒完成幾項😥,智慧;勇氣;熱情;抗焦慮
有機會外派國外工作，但又捨不得家人，很猶豫,事業;家庭;決斷;勇氣
休完長假回職場，完全提不起勁,事業;熱情;專注;放鬆
發現朋友在背後講我壞話，超心寒,人際;保護;抗負能量;療癒
覺得每天過得好機械化，失去對生活的熱情,熱情;療癒;抗負能量;智慧
只要被拒絕或忽視，就胡思亂想覺得是不是自己不夠好,自信;療癒;抗焦慮;情感守護
25歲了還是一事無成，開始懷疑人生方向,事業;智慧;勇氣;療癒
身體哪裡痛就懷疑自己得重病，壓力好大,健康;安心;抗焦慮;療癒
曾經的夢想一個個破碎，現在不知道還能相信什麼,療癒;信心;熱情;智慧
開始研究水晶和塔羅牌，希望能找到心靈寄託,療癒;靈感;平衡氣場;安心
好工作在國外，愛人在國內，我該怎麼選擇？,愛情;事業;智慧;決斷;勇氣
同事之間勾心鬥角，我很不喜歡這種辦公室政治,抗負能量;保護;人際;智慧
待在舒適圈太久，雖然想改變又怕失敗,勇氣;決斷;自信;開運
看到身邊朋友一個個結婚，我怕自己會孤單一輩子,愛情;桃花;抗焦慮;療癒
結婚多年一直沒小孩，壓力很大又怕別人問,家庭;健康;抗焦慮;療癒
總是改不了拖延和熬夜的壞習慣，自暴自棄中,決斷;睡眠;療癒;抗負能量
身邊好朋友不是出國就是結婚，留下我一個人好失落,人緣;療癒;安心;抗焦慮
朋友表面祝福我，實際上處處比較，讓我好有壓力,人際;保護;抗負能量;療癒
老闆情緒化又愛刁難人，每天上班都膽戰心驚,事業;保護;抗焦慮;沉著
為了照顧生病的家人，放棄很多自己的機會，心裡難免不平衡,家庭;療癒;勇氣;安心
喜歡的人只把我當朋友，每天笑著掩飾內心的失落,愛情;情感守護;自信;療癒
很想當音樂人，但家人覺得不務正業，我好矛盾,事業;熱情;家庭;決斷
搬離住了十年的城市，突然有種失去歸屬感的空虛,安心;療癒;人際;平衡氣場
公司年終獎金超少，好想跳槽,事業;財富;勇氣;決斷
希望自己創作的作品有人賞識，不想一直默默無名,財富;自信;熱情;魅力
作息和生活習慣很亂，想變得規律一點,健康;專注;放鬆;智慧
想試著一週不碰社群軟體，給自己心靈放個假,放鬆;療癒;決斷;智慧
每天新聞不是天災就是意外，搞得我心神不寧,抗負能量;安心;放鬆;智慧

一碰到數學我就頭痛，怎麼唸都搞不懂，想哭,智慧;正能量;舒壓;自信
全家都依賴我處理大小事，我也需要被關心啊🤣,家庭;療癒;人際;身心平衡
發現前女友的IG還留著我們的合照，我該問嗎？😊,愛情;洞察力;智慧;情感守護
懷疑自己MBTI測不準，我每測結果都不同，好困惑...,智慧;清晰;療癒;平靜
對自己的外表很不滿意，常因此心情低落,自信;療癒;正能量;魅力
準備資格考壓力爆棚，我開始暴飲暴食紓壓了,舒壓;抗焦慮;健康;決斷
剛發的年終獎金一眨眼全花光，我也是服了自己,財富;理性;聚財;自信
想請長假充電，但又怕影響升遷錯失機會,事業;勇氣;健康;智慧
工作出了紕漏被臭罵，但根本不是我錯，覺得好委屈,事業;保護;療癒;自信
好朋友交了新對象後就漸漸冷落我，超心酸,人際;孤單;療癒;情感守護
我懷疑自己的善良被濫用，需要帶點鋒芒,保護;勇氣;決斷;人際
刷IG全是名車美宅美食，我感覺自己活在貧窮線上😔,財富;招財;抗焦慮;療癒
想靠買彩券翻身但每次都槓龜，只剩苦笑,偏財;正能量;療癒;舒壓
想跳槽去高薪公司，但又怕自己實力不夠被刷下來,事業;勇氣;自信;財富
朋友遇到難過的事都找我傾訴，但我難過時卻找不到人,人際;療癒;孤單;情感守護
最近超想躲起來，把自己藏起來誰都找不到,保護;平靜;療癒;安心
每天咖啡因續命，沒咖啡就活不了，但又怕傷身,健康;舒壓;平衡;自制
最近很想吃垃圾食物，但又怕胖，內心天人交戰,健康;決斷;勇氣;身心平衡
女友說要冷靜一陣子，我害怕這其實是分手前奏,愛情;情感守護;抗焦慮;療癒
每次上台報告都緊張到發抖，腦袋一片空白，有沒有方法可以改善？,自信;勇氣;口才;表達;抗焦慮
前男友嘲笑我信水晶，分手後他還不是來問轉運方法,開運;愛情;人際
朋友一直勸我分手，但我還是放不下，不知道怎麼辦,愛情;決斷;情感守護;療癒;放下
最近吃得太油膩，身體感覺很有負擔,健康;新陳代謝;淨化;療癒
家裡親戚超愛比較小孩，我被弄得很不舒服,家庭;保護;療癒;正能量
想提升第六感，不知道水晶有沒有幫助,直覺;學習;智慧
覺得自己很沒用，一點價值都沒有😞,自信;療癒;正能量;勇氣
希望能順利度過這次的專案危機,保平安;勇氣;開運;保護;事業
研討會上被要求即興發言，我慌到心跳加速,自信;勇氣;口才;抗焦慮
室友每天熬夜打遊戲，我也跟著睡不好,助眠;舒壓;健康;協調
爸媽的健康最近亮紅燈，有點擔心,家庭;健康;保平安;安心
朋友們聊MBTI聊很嗨，我其實懷疑這套分類不科學,社交;智慧;溝通;協調
希望能吸引到好的正緣,愛情;姻緣;桃花
生活缺少激情，每天都在混日子,熱情;活力;事業;突破
朋友一直勸我分手，但我還是放不下，不知道怎麼辦...,愛情;決斷;情感守護;療癒;放下
不確定是水晶改變了我，還是相信的力量在發酵,智慧;療癒;信心;正能量
粉晶真的是招桃花神器嗎？我怎麼還單身QQ,桃花;愛情;姻緣;開運
看到別人放閃，覺得自己好孤單,愛情;桃花;療癒;人緣
好不容易熬到周五，每週都在盼下班，人生好空虛,事業;舒壓;身心平衡;正能量
抱著水晶睡覺，希望夢想成真😴,心想事成;開運;睡眠
每到深夜就胡思亂想，搞得自己心煩意亂😣,抗焦慮;靜心;舒壓
覺得自己的世界太小，想多出去背包客旅行。,勇氣;開運;社交;學習
媽媽每天念結婚生子，我只想先顧好自己而已,家庭;愛情;舒壓;清晰
睡夢中死去,平靜;放下
試用期快結束我很焦慮，怕被刷掉沒正職,事業;抗焦慮;安心;勇氣
終於完成了人生第一個馬拉松，累歪但滿滿成就感💪,自信;正能量;活力;健康
不想努力了，希望能中樂透買豪宅,偏財;開運;財富
工作壓力山大，每天都快喘不過氣,事業;舒壓;抗焦慮;身心平衡
想讓自己的廚藝更上一層樓，挑戰更複雜的料理,智慧;創意;學習
我想當學霸，考試都歐趴，順利畢業,事業;開運;專注;智慧
開始練習冥想跟瑜伽，希望能找回內心ㄉ平靜,靜心;平靜;療癒;健康
想去挑戰登玉山，但怕自己體力撐不住,健康;勇氣;決斷;開運
快畢業了卻很茫然，不知道前路在何方,事業;智慧;清晰;勇氣
最近陰天鬱悶，就拿出太陽石看看彷彿吸收陽光,療癒;正能量;舒壓
認真工作卻總覺得被當成理所當然，心裡很不平衡,事業;正能量;療癒;協調
努力工作卻總覺ㄉ被當成理所當然，心裡很不平衡😞,事業;正能量;療癒;協調
幻想一夜暴富走上人生巔峰，現實卻還在吃土😅,偏財;財富;正能量;療癒
想報名歌唱選秀節目，又怕被殘酷淘汰很沒面子,勇氣;自信;創意;正能量
越長大越孤單，朋友也變少了,孤單;療癒;人際;社交
常常覺ㄉ孤單，渴望被理解,療癒;人際;安心;情感守護
朋友每次都遲到放我鴿子，我心裡很不爽但不好意思講,人際;溝通;協調;療癒
努力工作賺錢，結果還是買不起自己ㄉ小窩💸,財富;招財;療癒;正能量
星座和MBTI哪個比較準？我全都信XD,學習;智慧;星座
朋友各個交ㄌ新對象，只剩我一人孤單,孤單;愛情;桃花;療癒
最近思緒萬千，擔心工作也擔心感情，導致睡不好,助眠;事業;愛情;舒壓;抗焦慮
覺得磁場不乾淨，想淨化一下,淨化;穩定磁場;消除負能量
早知道就選高薪行業ㄌ，現在每天為五斗米折腰,財富;智慧;勇氣;決斷
身為INTP，有時覺得自己活在自己的世界裡，跟人互動好累,社交;人際;療癒;智慧
想靠副業收入翻倍，早日財富自由,事業;招財;財富;財富自由
想每天寫日記沉澱心情，可是常常寫沒兩天就放棄,專注;決斷;療癒;清晰
偶爾晚上ㄧ個人走路，發現四周都昰情侶確實會寂寞,療癒;愛情;桃花;人際;孤單
滑小紅書看到一堆人炫富，搞得我好焦慮,抗焦慮;平靜;財富;舒壓
離鄉打拼感覺格格不入，每天都很孤單,社交;人際;孤單;療癒
嚮往田園生活又捨不得城市便利，左右為難,智慧;平靜;決斷;夢想
希望能克服內心的恐懼與不安全感,勇氣;保護;安心
女友花錢完全沒在客氣，我快養不起她ㄌ😓,財富;愛情;舒壓;抗焦慮
月光族ㄉ悲哀：每個月都在等發薪日續命,財富;聚財;療癒;正能量
最近工作一直被老闆PUA，希望能防小人，保護自己,保護;防小人;事業;消除負能量
朋友扯後腿導致企劃失敗，我有苦說不出,人際;療癒;協調;保護
朋友們都閃婚生子，只剩我孤單一人,愛情;桃花;孤單;療癒
爸媽對我ㄉ生活細節管很嚴，我覺得快窒息ㄌ,家庭;保護;舒壓;勇氣
最近被提拔當小主管，卻擔心自己壓不住場面,事業;自信;勇氣;智慧
想在年底前脫單,愛情;桃花;姻緣;開運
怎樣才能變得有錢？,財富;招財;智慧
說話沒有說服力，希望能改善口才,口才;表達;溝通;自信
想去看極光，但旅費好貴,休閒;開運;財富;決斷
覺得自己太軟弱，想讓自己內心變剛強,勇氣;自信;決斷;保護;穩定情緒
最近很想學滑板，但又怕摔倒會很痛,學習;勇氣;保平安;健康
總覺得主管不喜歡我，在公司很沒有安全感,事業;安心;自信;人際
想更有條理地規劃工作和生活，需要邏輯和清晰的頭腦,邏輯;清晰;專注;事業
覺得自己的知識體系很混亂，需要整理,智慧;邏輯;清晰
身為ESTP卻超怕孤單，一個人待著會emo,孤單;療癒;正能量;人際
剛入社會跑車夢已碎，薪水連房租都快付不起,財富;事業;抗焦慮;療癒
很怕自己考砸對不起父母ㄉ期望，壓力山大,抗焦慮;家庭;舒壓;勇氣
覺得身邊小人好多，防不勝防,防小人;保護;辟邪
創業資金不足又怕失敗，一直不敢踏出那一步,事業;勇氣;決斷;招財
覺ㄉ身邊朋友只會見風轉舵，沒有真正ㄉ友誼,人際;保護;洞察力;療癒
長期睡不好，整個人恍神像殭屍一樣,助眠;健康;療癒;平靜
老闆總讓我做超出職責的事，我敢怒不敢言,事業;勇氣;保護;抗負能量
租屋處室友生活習慣差，我天天跟他崩潰,人際;協調;舒壓;抗負能量
一到夜晚就無來由地焦慮，心跳加速停不下來,抗焦慮;安心;平靜;舒壓
每件事都不順利，我懷疑是不是被詛咒ㄌ,消除負能量;開運;療癒;平靜
希望能提升自己的抗壓性，從容面對挑戰,抗焦慮;舒壓;穩定情緒;勇氣
男友劈腿，我氣到手抖，但又心碎到說不出話,愛情;保護;決斷;療癒
老想著過去的錯，一直無法原諒自己,療癒;放下;正能量;智慧
生活壓力像座大山，我快被壓垮喘不過氣,舒壓;抗焦慮;身心平衡;勇氣
對現在的工作毫無熱情，只為薪水在撐著😕,事業;熱情;正能量;療癒
最近壓力爆表，整個人都很down,舒壓;抗焦慮;療癒;穩定情緒
希望這個專案可以順利完成,保平安;事業;開運
粉晶真ㄉ是招桃花神器嗎？我怎麼還單身QQ,桃花;愛情;姻緣;開運
朋友去巴西帶回一大包水晶當伴手禮，我爽翻了,開運;正能量;人際
家人經濟出狀況，需要我扛起來，但我才剛出社會,家庭;財富;勇氣;責任
我感覺自己被演算法洗腦，需要數位排毒,決斷;保護;淨化;靜心
經痛每月折磨得死去活來，好希望能改善😣,健康;舒壓;療癒;身心平衡
想提升自己ㄉ領導能力和同事ㄉ關係？,事業;溝通;人際
想當個旅行部落客，走遍天下當工作,夢想;勇氣;創意;正能量
好想開直播分享生活，又怕被酸民攻擊,勇氣;自信;保護;表達
爸爸媽媽總挑剔我ㄉ缺點，很少肯定我，心好累,家庭;自信;療癒;正能量
衣櫃裡塞爆卻老是沒衣服穿，買買買停不下來,財富;理性;聚財;療癒
想早睡早起養成規律生活，但總是忍不住熬夜,健康;決斷;自信;療癒
租房遇到雷房東，三天兩頭找茬讓我好煩,家庭;保護;抗負能量;決斷
想存錢買房，但房價漲得比火箭還快，絕望ing,財富;招財;正能量;療癒
